customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
WP64059,California,5093,No,Basic,Bachelor,2011-01-06,Employed,F,91814,Urban,Married,63,30,99,0,3,Personal Auto,Personal L1,Offer3,Call Center,167,Two-Door Car,Medsize,A,1
IP52990,Oregon,16794,No,Basic,High School or Below,2011-02-24,Employed,F,38399,Urban,Married,106,12,6,0,2,Personal Auto,Personal L3,Offer2,Web,368,SUV,Medsize,A,2
VF36700,Oregon,24278,No,Extended,Master,2011-02-26,Retired,F,20983,Urban,Single,97,10,52,1,2,Personal Auto,Personal L2,Offer1,Branch,451,Four-Door Car,Medsize,A,2
NR16284,California,7462,Yes,Extended,College,2011-01-28,Employed,F,70263,Rural,Married,93,30,66,0,5,Personal Auto,Personal L3,Offer2,Call Center,7,Two-Door Car,Small,A,1
AB13432,California,3735,No,Basic,Bachelor,2011-01-04,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792,SUV,Medsize,A,1
XX53620,Oregon,2891,No,Basic,Bachelor,2011-02-02,Employed,F,80590,Rural,Married,71,4,19,0,1,Corporate Auto,Corporate L3,Offer4,Branch,134,Four-Door Car,Small,A,2
AZ38648,Washington,11981,Yes,Basic,Master,2011-01-20,Retired,F,21514,Urban,Married,62,0,59,0,2,Personal Auto,Personal L3,Offer1,Agent,257,Two-Door Car,Medsize,A,1
HB24005,California,2347,No,Basic,College,2011-02-02,Employed,M,31617,Urban,Single,62,17,29,1,1,Personal Auto,Personal L1,Offer1,Agent,244,Four-Door Car,Medsize,A,2
AV76907,Oregon,4282,Yes,Basic,College,2011-02-26,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166,SUV,Medsize,A,2
ER97256,Arizona,5380,Yes,Basic,College,2011-02-24,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L3,Offer1,Agent,321,Four-Door Car,Medsize,A,2
CJ97736,Oregon,5828,No,Basic,College,2011-02-16,Employed,F,31364,Suburban,Married,74,28,47,0,3,Personal Auto,Personal L3,Offer2,Web,461,Four-Door Car,Small,A,2
AZ64856,California,5048,No,Extended,High School or Below,2011-02-17,Employed,F,34452,Suburban,Married,126,2,51,0,1,Personal Auto,Personal L1,Offer4,Agent,604,SUV,Large,A,2
SA88518,Oregon,7737,No,Basic,College,2011-01-19,Employed,F,50296,Rural,Married,65,26,62,1,2,Personal Auto,Personal L2,Offer1,Call Center,46,Two-Door Car,Medsize,A,1
ED61615,California,7950,No,Basic,High School or Below,2011-01-21,Employed,M,26189,Suburban,Single,69,6,42,0,2,Personal Auto,Personal L2,Offer3,Agent,331,Four-Door Car,Small,A,1
JG35886,California,4111,No,Premium,College,2011-01-21,Employed,F,65085,Urban,Married,103,20,55,0,1,Personal Auto,Personal L2,Offer2,Call Center,480,Four-Door Car,Medsize,A,1
MW48891,Washington,8007,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L3,Offer1,Web,537,Luxury,Medsize,A,1
DB26077,Arizona,4873,No,Extended,High School or Below,2011-01-05,Retired,F,18866,Suburban,Married,126,4,62,0,1,Personal Auto,Personal L2,Offer3,Call Center,604,SUV,Medsize,A,1
RL31641,Oregon,2252,No,Basic,College,2011-01-29,Unemployed,F,0,Suburban,Single,65,13,84,0,1,Personal Auto,Personal L3,Offer3,Web,468,Two-Door Car,Medsize,A,1
KX55910,Oregon,4957,No,Basic,College,2011-01-15,Employed,F,62803,Suburban,Married,62,16,12,0,5,Personal Auto,Personal L3,Offer2,Web,400,Two-Door Car,Small,A,1
PJ86059,Oregon,2655,No,Basic,High School or Below,2011-01-04,Employed,F,83460,Suburban,Divorced,66,20,18,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,443,Four-Door Car,Medsize,A,1
QB47024,Washington,5898,No,Extended,Bachelor,2011-02-17,Employed,F,53998,Suburban,Divorced,78,5,38,5,8,Personal Auto,Personal L3,Offer1,Call Center,414,Four-Door Car,Medsize,A,2
LG64797,California,17723,No,Extended,College,2011-02-18,Employed,F,25771,Suburban,Married,222,21,58,0,4,Personal Auto,Personal L1,Offer1,Branch,1253,Luxury,Medsize,A,2
TP34946,California,5108,No,Basic,College,2011-01-09,Disabled,M,26784,Suburban,Married,67,14,82,0,8,Corporate Auto,Corporate L3,Offer3,Branch,482,Four-Door Car,Medsize,A,1
OO63074,California,4517,No,Basic,Bachelor,2011-02-09,Medical Leave,F,25261,Suburban,Married,118,31,9,0,1,Personal Auto,Personal L3,Offer4,Branch,566,SUV,Medsize,A,2
JL70559,Arizona,5310,No,Basic,College,2011-02-02,Unemployed,F,0,Suburban,Married,72,17,11,1,3,Personal Auto,Personal L1,Offer1,Branch,345,Four-Door Car,Small,A,2
TW73441,Nevada,2773,No,Basic,High School or Below,2011-01-26,Employed,F,73478,Urban,Married,68,2,38,0,1,Personal Auto,Personal L2,Offer2,Call Center,241,Four-Door Car,Medsize,A,1
PZ47901,Arizona,5504,Yes,Basic,Bachelor,2011-02-08,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350,Four-Door Car,Medsize,A,2
FV22585,California,6960,No,Extended,College,2011-02-04,Employed,M,74487,Rural,Divorced,88,8,86,0,3,Personal Auto,Personal L1,Offer1,Call Center,16,Four-Door Car,Medsize,A,2
AU23837,California,5010,No,Basic,Bachelor,2011-01-19,Employed,F,64014,Urban,Single,63,15,27,0,7,Corporate Auto,Corporate L3,Offer1,Agent,295,Four-Door Car,Large,A,1
YN39714,Oregon,8488,No,Basic,High School or Below,2011-01-04,Employed,F,80213,Suburban,Married,70,12,17,0,2,Personal Auto,Personal L3,Offer1,Branch,440,Two-Door Car,Medsize,A,1
HX74855,Washington,2471,Yes,Basic,High School or Below,2011-01-15,Employed,M,95697,Rural,Married,61,16,55,0,1,Personal Auto,Personal L3,Offer2,Agent,114,Two-Door Car,Medsize,A,1
ME44353,Oregon,5876,No,Basic,College,2011-02-09,Employed,F,32848,Urban,Married,74,15,59,0,5,Personal Auto,Personal L2,Offer3,Call Center,250,Four-Door Car,Medsize,A,2
CV40610,California,12313,No,Premium,College,2011-01-17,Unemployed,M,0,Suburban,Single,116,7,57,0,2,Personal Auto,Personal L1,Offer1,Call Center,835,Two-Door Car,Medsize,A,1
MV69686,Oregon,3982,No,Extended,Doctor,2011-01-03,Employed,F,38500,Urban,Married,99,26,49,1,1,Corporate Auto,Corporate L2,Offer1,Agent,423,Four-Door Car,Large,A,1
IB67546,California,8237,No,Basic,Bachelor,2011-01-17,Medical Leave,F,23940,Suburban,Married,107,13,34,0,7,Personal Auto,Personal L3,Offer1,Call Center,513,SUV,Small,A,1
AV93209,California,12487,No,Premium,High School or Below,2011-01-11,Employed,F,31283,Suburban,Married,104,15,3,0,2,Personal Auto,Personal L3,Offer1,Agent,499,Four-Door Car,Medsize,A,1
OZ41737,Oregon,5366,No,Basic,Doctor,2011-02-22,Unemployed,F,0,Urban,Married,70,5,29,0,4,Personal Auto,Personal L2,Offer1,Agent,223,Four-Door Car,Large,A,2
QQ39596,Arizona,2517,No,Basic,College,2011-02-26,Unemployed,F,0,Rural,Married,69,15,71,0,1,Personal Auto,Personal L3,Offer2,Call Center,42,Four-Door Car,Medsize,A,2
DQ19343,California,5583,No,Basic,High School or Below,2011-02-22,Employed,F,57925,Urban,Single,72,33,13,1,3,Corporate Auto,Corporate L2,Offer1,Agent,204,Two-Door Car,Medsize,A,2
IG89777,California,7356,No,Extended,High School or Below,2011-01-09,Employed,M,81145,Urban,Married,92,34,92,0,8,Corporate Auto,Corporate L2,Offer2,Call Center,321,Two-Door Car,Large,A,1
SH48087,California,10144,No,Extended,College,2011-01-29,Medical Leave,F,27231,Suburban,Married,88,0,7,0,2,Personal Auto,Personal L2,Offer1,Branch,422,Four-Door Car,Medsize,A,1
FL82372,Oregon,8672,No,Basic,College,2011-01-26,Employed,F,22547,Suburban,Divorced,112,7,60,0,3,Corporate Auto,Corporate L3,Offer1,Agent,537,SUV,Medsize,A,1
WJ57919,California,2674,Yes,Basic,College,2011-02-15,Employed,M,56342,Suburban,Single,69,12,89,0,1,Special Auto,Special L3,Offer2,Call Center,331,Four-Door Car,Small,A,2
CI60365,California,34611,Yes,Basic,High School or Below,2011-01-14,Employed,F,20090,Suburban,Married,109,10,59,0,2,Special Auto,Special L3,Offer2,Agent,523,Luxury,Medsize,A,1
DR84620,California,8071,No,Basic,Bachelor,2011-02-07,Employed,M,72149,Rural,Married,101,18,43,0,6,Personal Auto,Personal L2,Offer2,Call Center,69,SUV,Medsize,A,2
BG42047,Nevada,2511,No,Basic,College,2011-01-15,Medical Leave,M,17658,Suburban,Married,65,10,44,0,1,Personal Auto,Personal L3,Offer3,Web,312,Four-Door Car,Medsize,A,1
AF41118,California,7255,No,Extended,College,2011-01-05,Medical Leave,M,10710,Suburban,Married,94,12,33,0,7,Personal Auto,Personal L2,Offer1,Branch,451,Two-Door Car,Small,A,1
QQ25666,Arizona,14510,No,Basic,High School or Below,2011-01-25,Employed,M,60120,Urban,Married,182,30,21,0,6,Personal Auto,Personal L3,Offer2,Branch,716,Luxury,Medsize,A,1
OK31456,California,11009,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16,43,0,1,Corporate Auto,Corporate L3,Offer2,Agent,1358,Luxury,Medsize,A,1
VZ18907,California,21991,No,Basic,College,2011-01-12,Employed,F,80807,Rural,Married,109,1,73,0,2,Personal Auto,Personal L3,Offer2,Branch,132,SUV,Large,A,1
YU79270,Arizona,4633,No,Basic,College,2011-01-15,Medical Leave,M,27132,Suburban,Single,63,32,59,1,4,Personal Auto,Personal L1,Offer1,Branch,302,Four-Door Car,Medsize,A,1
WK18603,California,5272,No,Basic,Doctor,2011-02-18,Employed,M,85607,Rural,Single,66,26,1,0,3,Personal Auto,Personal L2,Offer2,Agent,67,Four-Door Car,Medsize,A,2
JK90180,Arizona,4340,No,Basic,College,2011-01-06,Unemployed,M,0,Suburban,Single,62,22,39,0,6,Personal Auto,Personal L2,Offer3,Branch,446,Four-Door Car,Medsize,A,1
KC22636,California,5488,No,Basic,High School or Below,2011-02-17,Employed,F,33881,Rural,Married,68,11,83,0,9,Personal Auto,Personal L3,Offer2,Web,65,Four-Door Car,Large,A,2
SO43919,California,14228,No,Extended,Bachelor,2011-01-16,Employed,M,31650,Suburban,Married,121,25,17,0,2,Personal Auto,Personal L3,Offer1,Branch,580,SUV,Medsize,A,1
NE29938,California,12840,No,Extended,College,2011-02-03,Unemployed,F,0,Suburban,Single,90,1,94,0,2,Personal Auto,Personal L2,Offer1,Call Center,648,Two-Door Car,Large,A,2
WW30771,Arizona,2673,No,Basic,Master,2011-02-13,Employed,M,28728,Suburban,Married,67,8,10,0,1,Personal Auto,Personal L3,Offer4,Branch,321,Four-Door Car,Small,A,2
BL29046,Oregon,5332,Yes,Basic,Doctor,2011-02-22,Employed,F,68931,Urban,Married,66,32,30,0,7,Corporate Auto,Corporate L2,Offer2,Branch,309,Four-Door Car,Medsize,A,2
LN50325,Arizona,10064,No,Extended,High School or Below,2011-02-03,Employed,F,20440,Suburban,Married,128,11,54,2,9,Corporate Auto,Corporate L3,Offer3,Branch,614,Luxury,Medsize,A,2
TL43709,Washington,8972,No,Basic,Bachelor,2011-01-27,Employed,M,89689,Rural,Divorced,74,15,4,0,2,Personal Auto,Personal L3,Offer1,Branch,136,Four-Door Car,Large,A,1
VQ65197,California,8197,No,Basic,College,2011-01-06,Unemployed,F,0,Suburban,Married,110,27,87,0,3,Personal Auto,Personal L3,Offer2,Agent,528,SUV,Medsize,A,1
VQ97965,Oregon,3514,No,Extended,Bachelor,2011-02-23,Employed,F,73643,Rural,Single,89,2,2,0,1,Corporate Auto,Corporate L3,Offer2,Agent,147,Four-Door Car,Medsize,A,2
SZ70655,California,4293,No,Basic,College,2011-01-31,Unemployed,F,0,Suburban,Single,61,18,15,0,8,Corporate Auto,Corporate L3,Offer1,Agent,292,Two-Door Car,Large,A,1
QP69826,Arizona,3567,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Corporate Auto,Corporate L2,Offer2,Agent,660,SUV,Medsize,A,1
YZ19736,Arizona,2580,Yes,Basic,College,2011-02-09,Employed,M,46900,Suburban,Married,66,13,59,0,1,Personal Auto,Personal L2,Offer2,Web,316,Four-Door Car,Medsize,A,2
CP92616,Nevada,46805,No,Extended,High School or Below,2011-02-25,Employed,M,83006,Urban,Married,235,8,61,1,2,Personal Auto,Personal L1,Offer3,Agent,1065,Luxury,Small,A,2
NX37589,Washington,2666,No,Basic,Bachelor,2011-02-08,Employed,F,79251,Suburban,Married,67,10,32,1,1,Personal Auto,Personal L3,Offer2,Web,321,Four-Door Car,Medsize,A,2
UT21323,California,13057,No,Basic,College,2011-02-13,Unemployed,M,0,Suburban,Single,190,9,67,0,7,Personal Auto,Personal L3,Offer3,Branch,1833,Luxury,Small,A,2
CM78608,California,5823,No,Basic,High School or Below,2011-01-31,Employed,F,88359,Rural,Divorced,73,1,49,0,9,Personal Auto,Personal L3,Offer2,Call Center,35,Two-Door Car,Medsize,A,1
GU41198,California,9536,No,Extended,Bachelor,2011-01-07,Employed,F,62421,Suburban,Divorced,80,22,50,2,2,Corporate Auto,Corporate L3,Offer1,Call Center,384,Four-Door Car,Medsize,A,1
YB42706,Nevada,8107,No,Extended,College,2011-01-23,Unemployed,M,0,Suburban,Married,76,0,91,0,2,Corporate Auto,Corporate L1,Offer3,Branch,364,Two-Door Car,Small,A,1
UX91266,California,3484,No,Extended,Bachelor,2011-01-10,Employed,M,34307,Rural,Divorced,92,33,62,2,1,Personal Auto,Personal L3,Offer1,Call Center,186,Four-Door Car,Medsize,A,1
WO53546,Oregon,34039,No,Basic,College,2011-01-28,Unemployed,M,0,Suburban,Divorced,104,26,66,0,2,Personal Auto,Personal L3,Offer2,Agent,499,Luxury,Medsize,A,1
ZX85480,Washington,7995,No,Basic,High School or Below,2011-01-02,Employed,F,66685,Rural,Married,67,35,50,2,2,Personal Auto,Personal L2,Offer2,Call Center,38,Two-Door Car,Large,A,1
NS57426,Arizona,11611,No,Extended,Bachelor,2011-02-11,Employed,M,28915,Suburban,Single,76,10,49,0,2,Personal Auto,Personal L3,Offer4,Web,364,Four-Door Car,Medsize,A,2
QJ22057,Nevada,4454,No,Basic,College,2011-02-22,Unemployed,F,0,Suburban,Single,68,5,72,1,3,Personal Auto,Personal L3,Offer1,Branch,326,Four-Door Car,Large,A,2
FZ79470,Arizona,5395,No,Basic,Bachelor,2011-02-24,Unemployed,F,0,Suburban,Married,74,13,30,0,4,Personal Auto,Personal L2,Offer3,Web,355,Four-Door Car,Medsize,A,2
EM29019,Arizona,8447,No,Basic,Bachelor,2011-02-18,Employed,F,61337,Rural,Married,105,35,46,0,9,Personal Auto,Personal L2,Offer1,Call Center,2,SUV,Medsize,A,2
VE64781,Arizona,2927,No,Basic,Bachelor,2011-02-14,Employed,F,75685,Suburban,Married,73,35,47,0,1,Personal Auto,Personal L3,Offer2,Agent,369,Four-Door Car,Small,A,2
ZS94723,Arizona,2960,No,Extended,High School or Below,2011-02-05,Unemployed,F,0,Suburban,Single,82,0,28,0,1,Personal Auto,Personal L2,Offer1,Agent,590,Four-Door Car,Medsize,A,2
UB51030,Washington,6582,No,Basic,High School or Below,2011-02-15,Unemployed,F,0,Suburban,Single,62,3,44,0,2,Special Auto,Special L3,Offer1,Agent,297,Four-Door Car,Medsize,A,2
IN65727,Washington,2693,No,Basic,Master,2011-01-15,Employed,F,63684,Suburban,Single,68,15,87,0,1,Personal Auto,Personal L3,Offer2,Agent,343,Two-Door Car,Medsize,A,1
IE36279,California,2844,No,Basic,Bachelor,2011-02-06,Employed,M,80306,Suburban,Divorced,71,11,12,0,1,Corporate Auto,Corporate L1,Offer3,Call Center,340,Two-Door Car,Medsize,A,2
KL65897,California,6331,No,Extended,Bachelor,2011-02-21,Unemployed,F,0,Rural,Married,87,3,82,0,3,Personal Auto,Personal L2,Offer1,Branch,94,Four-Door Car,Medsize,A,2
BT20606,Arizona,5837,No,Basic,Doctor,2011-01-10,Employed,M,83308,Suburban,Married,73,15,81,0,7,Personal Auto,Personal L2,Offer3,Agent,419,Four-Door Car,Medsize,A,1
VK57280,California,4727,No,Basic,Bachelor,2011-01-03,Unemployed,M,0,Suburban,Single,72,23,7,0,3,Personal Auto,Personal L2,Offer2,Call Center,345,Four-Door Car,Medsize,A,1
BW80872,Washington,4434,No,Premium,High School or Below,2011-01-13,Employed,M,34549,Rural,Married,111,8,78,0,1,Personal Auto,Personal L2,Offer2,Web,125,Four-Door Car,Medsize,A,1
XQ51968,California,5568,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,0,Suburban,Single,79,21,53,1,7,Corporate Auto,Corporate L3,Offer1,Agent,407,Two-Door Car,Medsize,A,1
EP29567,Washington,7031,No,Extended,Master,2011-01-24,Retired,M,16224,Suburban,Married,93,13,55,0,9,Corporate Auto,Corporate L1,Offer3,Web,498,Four-Door Car,Medsize,A,1
AX70794,California,2449,No,Basic,High School or Below,2011-02-04,Employed,M,47122,Suburban,Single,62,6,77,0,1,Personal Auto,Personal L2,Offer2,Branch,297,Two-Door Car,Medsize,A,2
NJ46849,Arizona,2504,No,Basic,College,2011-01-09,Unemployed,M,0,Suburban,Single,69,23,15,0,1,Personal Auto,Personal L2,Offer2,Branch,496,Four-Door Car,Medsize,A,1
WH20102,California,9095,Yes,Basic,College,2011-01-11,Employed,M,37937,Suburban,Married,116,11,42,0,5,Personal Auto,Personal L2,Offer2,Call Center,556,SUV,Medsize,A,1
QO86948,Nevada,8071,No,Basic,High School or Below,2011-02-18,Unemployed,M,0,Suburban,Single,112,3,84,0,7,Personal Auto,Personal L3,Offer1,Web,806,SUV,Small,A,2
DN14211,Oregon,15032,No,Basic,College,2011-01-17,Medical Leave,M,17150,Suburban,Married,65,28,19,0,2,Personal Auto,Personal L2,Offer1,Agent,689,Two-Door Car,Medsize,A,1
GL66847,Arizona,8256,Yes,Basic,Bachelor,2011-01-25,Employed,F,62902,Rural,Married,69,14,94,0,2,Personal Auto,Personal L3,Offer2,Web,159,Two-Door Car,Medsize,A,1
YJ16163,Oregon,11009,Yes,Premium,Bachelor,2011-01-24,Employed,F,51643,Suburban,Single,283,16,43,0,1,Special Auto,Special L3,Offer2,Agent,1358,Luxury,Medsize,A,1
QT27514,California,5318,Yes,Basic,Bachelor,2011-01-12,Employed,F,25134,Suburban,Married,67,3,0,0,6,Personal Auto,Personal L3,Offer2,Call Center,321,Four-Door Car,Small,A,1
QF17381,Arizona,4733,No,Basic,Bachelor,2011-01-06,Unemployed,F,0,Suburban,Married,62,5,41,0,3,Corporate Auto,Corporate L3,Offer1,Agent,740,Four-Door Car,Small,A,1
BL90769,California,33473,Yes,Basic,Bachelor,2011-01-11,Employed,F,33190,Suburban,Divorced,106,18,95,0,2,Personal Auto,Personal L3,Offer1,Web,508,SUV,Medsize,A,1
LH26563,Oregon,4550,No,Premium,High School or Below,2011-02-08,Disabled,F,17913,Suburban,Married,116,0,39,0,1,Personal Auto,Personal L3,Offer3,Web,556,Four-Door Car,Small,A,2
WK24299,California,4772,Yes,Extended,High School or Below,2011-02-18,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638,SUV,Medsize,A,2
MN74944,Arizona,6285,No,Extended,College,2011-02-28,Employed,M,52210,Suburban,Married,80,6,74,0,9,Personal Auto,Personal L1,Offer1,Branch,384,Four-Door Car,Medsize,A,2
LE65901,Oregon,4434,No,Basic,Bachelor,2011-02-20,Employed,F,58082,Rural,Married,112,31,66,1,1,Personal Auto,Personal L3,Offer1,Call Center,103,SUV,Medsize,A,2
OO72857,Oregon,17254,No,Basic,Bachelor,2011-01-14,Unemployed,M,0,Suburban,Married,69,33,49,1,2,Personal Auto,Personal L1,Offer1,Agent,331,Four-Door Car,Medsize,A,1
FP34904,Oregon,2915,No,Basic,College,2011-01-08,Employed,M,86599,Suburban,Married,73,32,89,0,1,Corporate Auto,Corporate L1,Offer2,Web,350,Four-Door Car,Medsize,A,1
MR60878,Oregon,15762,No,Basic,Bachelor,2011-02-15,Employed,F,44362,Rural,Married,66,15,75,0,2,Corporate Auto,Corporate L3,Offer2,Call Center,142,Four-Door Car,Small,A,2
CY45848,Oregon,4273,No,Premium,Bachelor,2011-01-30,Employed,F,82214,Rural,Married,106,11,19,1,1,Personal Auto,Personal L1,Offer3,Branch,239,Four-Door Car,Medsize,A,1
BC66921,Nevada,2816,No,Basic,High School or Below,2011-02-16,Employed,F,41228,Suburban,Single,71,19,13,0,1,Personal Auto,Personal L3,Offer1,Branch,340,Four-Door Car,Small,A,2
FM52759,Nevada,5548,Yes,Basic,Bachelor,2011-01-13,Employed,M,67798,Suburban,Divorced,69,1,78,0,9,Personal Auto,Personal L3,Offer1,Agent,331,Four-Door Car,Medsize,A,1
HH30454,Oregon,32654,No,Premium,Bachelor,2011-02-23,Unemployed,M,0,Suburban,Single,153,7,75,0,2,Personal Auto,Personal L3,Offer3,Branch,1101,SUV,Medsize,A,2
EA52579,California,7687,No,Basic,Bachelor,2011-02-26,Unemployed,F,0,Suburban,Divorced,109,0,5,0,3,Personal Auto,Personal L1,Offer3,Call Center,523,SUV,Medsize,A,2
XS94482,Arizona,4151,No,Basic,Master,2011-02-17,Unemployed,F,0,Urban,Single,61,15,71,0,9,Personal Auto,Personal L2,Offer1,Web,208,Two-Door Car,Medsize,A,2
NI18835,California,2927,No,Basic,Bachelor,2011-02-15,Employed,M,51991,Rural,Married,73,4,95,0,1,Personal Auto,Personal L3,Offer2,Web,124,Four-Door Car,Medsize,A,2
RS66246,California,2943,No,Extended,High School or Below,2011-01-18,Unemployed,F,0,Suburban,Single,81,15,23,0,1,Personal Auto,Personal L3,Offer4,Branch,388,Two-Door Car,Large,A,1
YP41539,Oregon,5320,No,Basic,High School or Below,2011-02-25,Employed,F,88669,Urban,Married,66,9,18,1,4,Personal Auto,Personal L2,Offer1,Call Center,213,Four-Door Car,Medsize,A,2
RB63074,Oregon,4858,No,Basic,High School or Below,2011-01-03,Unemployed,M,0,Suburban,Single,67,15,79,0,3,Personal Auto,Personal L1,Offer2,Branch,482,Four-Door Car,Medsize,A,1
NL75739,Arizona,7590,No,Basic,High School or Below,2011-01-02,Disabled,M,10375,Suburban,Married,66,10,95,0,2,Personal Auto,Personal L3,Offer1,Branch,316,Two-Door Car,Medsize,A,1
RF94484,Oregon,4605,Yes,Basic,College,2011-01-28,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Corporate Auto,Corporate L3,Offer2,Web,302,Four-Door Car,Large,A,1
JA24437,California,7555,No,Premium,College,2011-02-25,Unemployed,M,0,Suburban,Single,114,15,50,0,3,Personal Auto,Personal L3,Offer1,Branch,820,Four-Door Car,Medsize,A,2
MS11057,Oregon,9587,No,Premium,Bachelor,2011-01-31,Employed,M,84539,Rural,Married,119,10,71,0,4,Personal Auto,Personal L3,Offer1,Call Center,65,Four-Door Car,Medsize,A,1
HZ56678,Oregon,2780,No,Basic,High School or Below,2011-01-12,Disabled,F,20261,Suburban,Divorced,72,4,55,0,1,Personal Auto,Personal L2,Offer4,Web,345,Four-Door Car,Medsize,A,1
FS49381,Oregon,4784,No,Basic,Bachelor,2011-01-26,Employed,F,25813,Urban,Divorced,61,15,97,0,8,Personal Auto,Personal L1,Offer3,Agent,205,Four-Door Car,Medsize,A,1
